date,QQQ_20D_RETURN,VIX,US10Y,USDJPY,RET_QQQ,RET_SP500,RET_NASDAQ,RET_DOW,RET_VIX,RET_US10Y,RET_USDJPY,RET_GOLD,RET_TLT,RET_QQQ_MA20,RET_SP500_MA20,RET_NASDAQ_MA20,RET_DOW_MA20,RET_VIX_MA20,RET_US10Y_MA20,RET_USDJPY_MA20,RET_GOLD_MA20,RET_TLT_MA20,RET_QQQ_MA60,RET_SP500_MA60,RET_NASDAQ_MA60,RET_DOW_MA60,RET_VIX_MA60,RET_US10Y_MA60,RET_USDJPY_MA60,RET_GOLD_MA60,RET_TLT_MA60,MRDI_Short,MRDI_Long,MA20_MRDI,MA60_MRDI,RiskScore,RET_QQQ_20D,RET_SP500_20D,wd_0_x_MRDI_Short,wd_0_x_MRDI_Long,wd_0_x_RET_QQQ,wd_0_x_RET_SP500,wd_1_x_MRDI_Short,wd_1_x_MRDI_Long,wd_1_x_RET_QQQ,wd_1_x_RET_SP500,wd_2_x_MRDI_Short,wd_2_x_MRDI_Long,wd_2_x_RET_QQQ,wd_2_x_RET_SP500,wd_3_x_MRDI_Short,wd_3_x_MRDI_Long,wd_3_x_RET_QQQ,wd_3_x_RET_SP500,wd_4_x_MRDI_Short,wd_4_x_MRDI_Long,wd_4_x_RET_QQQ,wd_4_x_RET_SP500,m_1_x_RET_QQQ,m_1_x_RET_SP500,m_2_x_RET_QQQ,m_2_x_RET_SP500,m_3_x_RET_QQQ,m_3_x_RET_SP500,m_4_x_RET_QQQ,m_4_x_RET_SP500,m_5_x_RET_QQQ,m_5_x_RET_SP500,m_6_x_RET_QQQ,m_6_x_RET_SP500,m_7_x_RET_QQQ,m_7_x_RET_SP500,m_8_x_RET_QQQ,m_8_x_RET_SP500,m_9_x_RET_QQQ,m_9_x_RET_SP500,m_10_x_RET_QQQ,m_10_x_RET_SP500,m_11_x_RET_QQQ,m_11_x_RET_SP500,m_12_x_RET_QQQ,m_12_x_RET_SP500
2011-04-06,0.02113150338418124,16.899999618530273,3.5450000762939453,85.16000366210938,0.0024509290248859728,0.002183677516658822,0.003091916757473445,0.002650465821062209,-0.020289877186650762,0.01663323427828778,0.01224303390369541,0.002323138500281763,-0.015012592264883495,0.0003236389323371336,0.00062518736690933,0.0009100111890202822,0.0009080744074048575,-0.005469257765604418,0.0011721666561674727,0.0014538741561772206,0.0010852625659364568,0.00023532240997464204,0.0004719190944535545,0.0008246904897434201,0.0005964429770617674,0.0010388406427894847,0.0027539162640584573,0.0007334422517318214,0.0004140597511899454,0.0010692244084057223,-2.5984205124455576e-05,3.074335867146197,2.143226369464439,1.8771985526934967,2.517637193718575,0.48793315396835246,0.005449651047618742,0.011757412237400233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.074335867146197,2.143226369464439,0.005449651047618742,0.011757412237400233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005449651047618742,0.011757412237400233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-07,0.025690273307698686,17.110000610351562,3.555000066757202,85.31999969482422,-0.0006985533310472913,-0.0015200063176690204,-0.0013144329604746208,-0.0013889203230933456,0.012426094471092775,0.002820871720180973,0.0018787696786588537,0.0009129766790669791,-0.0019886234273645,0.0010690035959915578,0.0014927346416348907,0.0017655306504056612,0.0017740161396029297,-0.008952799490575003,0.0024086298358395155,0.001527886836890674,0.0017191042650242683,-0.0007034432230942078,0.0004751729612263574,0.0008301034188325784,0.0006158656733966039,0.0010478215878832982,0.0032100602088659075,0.0012240555133451439,0.0004231340506272404,0.0011155747117182647,-0.00014801984698991816,0.6686302696251245,0.4067219521581193,2.1312643060427576,2.5199214162291352,0.10166096052522507,0.020675800824906165,0.029650010306760732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686302696251245,0.4067219521581193,0.020675800824906165,0.029650010306760732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020675800824906165,0.029650010306760732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-08,0.039332617166897954,17.8700008392334,3.569999933242798,84.95999908447266,-0.0047187964355396295,-0.00400444374710851,-0.005622025830986144,-0.002372412494910381,0.04441848052431019,0.004219371646672965,-0.004219416451467728,0.008069673704311775,-0.005312272165408638,0.0005213410886822978,0.0009384867711702716,0.0012143445800482876,0.0014059504461042815,-0.002618531529026624,0.0026195984181731635,0.0012656085135115901,0.0019592733918138263,-0.0006866814281822842,0.00033388519757313235,0.0007863014759246149,0.0004936177283759539,0.0010615438179511587,0.0035614130055051595,0.0014145715199137877,0.0004068329046012028,0.0011826947564718636,-0.0003267921906654444,1.48834756065523,1.3740469160425335,1.8986211882104531,2.713036651147786,0.2614717039479078,0.009565351045169201,0.01831662995048422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48834756065523,1.3740469160425335,0.009565351045169201,0.01831662995048422,0.0,0.0,0.0,0.0,0.0,0.0,0.009565351045169201,0.01831662995048422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-11,0.035236031719298344,16.59000015258789,3.569999933242798,85.04000091552734,-0.00333607639548672,-0.0027933795260068894,-0.003204520309783465,8.566580035873628e-05,-0.0716284625927538,0.0,0.0009416411477964903,-0.007100127011412383,0.000889777567729455,0.0005315713073146877,0.001101284077846404,0.0013236737683554544,0.0016229476642264484,-0.008814494601517958,0.003297464691977342,0.0022980029879762108,0.001372752287952722,-0.0006203579159971828,0.0002545037103927487,0.0006776596944466713,0.0003846287014360406,0.0010136628310600192,0.002985242593184915,0.0012279281563066828,0.00048676067448967243,0.0009661874485319837,-0.0002186229285744153,2.626495752212305,1.9263742611918835,2.7052421692374895,2.850132091011467,0.4240123459625223,0.009772646497488102,0.0216523931624657,2.626495752212305,1.9263742611918835,0.009772646497488102,0.0216523931624657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009772646497488102,0.0216523931624657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-12,0.04860732319589123,17.09000015258789,3.5,84.62999725341797,-0.006871083115064236,-0.007776699229565143,-0.009640943243565792,-0.009492708658611404,0.03013863745637191,-0.01960782480441492,-0.004821303594724102,-0.007220967356311059,0.010782380205920816,0.0008986154844475236,0.0012724665249867872,0.0014643638624778688,0.001722557186672463,-0.014856073520835816,0.002675602436853475,0.0017272276959597599,0.0019442965769521036,-0.0008297581394592802,2.1278488108705806e-05,0.0003979217061589583,9.818700748315997e-05,0.0007361321275626184,0.004128958034922966,0.0008312920129328864,0.00027945658374870695,0.0007778910851702366,9.104803365242072e-05,2.370653707666184,1.3465811595242083,2.700658530471824,2.407126659688382,0.3532775249289387,0.0172921366432206,0.025189792401333344,0.0,0.0,0.0,0.0,2.370653707666184,1.3465811595242083,0.0172921366432206,0.025189792401333344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172921366432206,0.025189792401333344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-13,0.027440675197502706,16.920000076293945,3.4660000801086426,83.5999984741211,0.00851498975675935,0.00019023558280406583,0.006095176764217669,0.0006042408662718657,-0.009947341999771875,-0.009714262826102105,-0.012170611044835855,0.0020478305549249676,0.006268645384369442,0.0025317852921800388,0.0022567257562697675,0.0027159498328060304,0.0027739060550965367,-0.025797519542394433,0.003860067787336663,0.0015855756219717242,0.0020576952149780614,-0.0010815948181237655,0.00015730102479082168,0.0004296047365897097,0.00021219438703593552,0.0007795774820127943,0.003809228504216254,0.0009376434720948549,0.00013060807771997363,0.0009855049833929392,4.6346326894577034e-05,2.8455054410491365,1.5701671362233358,3.320374339923876,2.156578459278286,0.4205774673638155,0.051342617558596926,0.04577209365522439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8455054410491365,1.5701671362233358,0.051342617558596926,0.04577209365522439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051342617558596926,0.04577209365522439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-14,0.011453542410275963,16.270000457763672,3.484999895095825,83.78299713134766,-0.0017587496306374906,8.367659155239515e-05,-0.00047077291452901626,0.0011539538357983048,-0.038416052931404376,0.0054817699215365945,0.0021889791933813463,0.013460209614263308,-0.0007647949182122415,0.001982175259223612,0.00159099814820452,0.0023249808715362086,0.002137184237465889,-0.0225652629736388,0.0035737575513371976,0.0028843266750180454,0.002462797703139186,-0.0007365550456662096,4.274495186286827e-06,0.00030792363659874663,8.242319930541105e-05,0.000719994323652462,0.004114658927836592,0.0008674399843945876,0.0002288860681602149,0.0013789330174824625,0.00013999092159098782,1.923160575351699,1.3347900425722414,3.5249926686167883,2.5874362078800424,0.304784410649375,0.03989177929920262,0.032032196845906746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923160575351699,1.3347900425722414,0.03989177929920262,0.032032196845906746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03989177929920262,0.032032196845906746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-18,0.031822606806153564,16.959999084472656,3.371000051498413,83.14700317382812,-0.007060983721830394,-0.011017851653977395,-0.010587242712517098,-0.011363001555463437,0.10704957064734799,-0.011436959926871881,-0.007590966894183482,0.006066801830465485,0.002266840019444105,0.0006895218617987364,0.00027157381015215364,0.000815557140738632,0.0006927555846848344,-0.008637293223658027,0.0007775812998737531,0.0013168853015470493,0.0024079644720115478,0.0002150317888411746,0.00011845797644870482,0.00035718510744895033,0.00024267485719924874,0.000557412554016364,0.002276535101551928,-0.00031118775620255407,0.00022477557480936975,0.0018084707499837723,0.0005919463789165765,2.259602062407299,1.9608105011786081,1.8926145425651197,2.437878906249007,0.39129688926884026,0.01351358743986708,0.005206495586964177,2.259602062407299,1.9608105011786081,0.01351358743986708,0.005206495586964177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01351358743986708,0.005206495586964177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-19,0.02844490062534666,15.829999923706056,3.3559999465942383,82.33399963378906,0.006222595085630944,0.00573117089721964,0.00350594370854429,0.005340300492347572,-0.06662731260411126,-0.004449749236137612,-0.009777905504776752,0.0,0.004305434920911733,0.0010907242243479332,0.0007356607108960744,0.001143523264328422,0.0010341292085760568,-0.010998252463681347,0.0004196730877435717,0.0007082589607017242,0.0024403046826933783,0.0002634574885263585,0.0003499023394233284,0.00041247886361477727,0.0003920121958877809,0.00057728554629722,0.0007213888146414327,-0.00017816020840742038,-9.33838449378869e-05,0.0018300660463378786,0.0005315630253923546,2.053099724932076,1.7143280812135822,1.7393307814168386,1.9295561528974308,0.3503584776344054,0.021660745069752796,0.01456980398476615,0.0,0.0,0.0,0.0,2.053099724932076,1.7143280812135822,0.021660745069752796,0.01456980398476615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021660745069752796,0.01456980398476615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-20,-0.0019006315105415394,15.06999969482422,3.400000095367432,82.58000183105469,0.022614672670108193,0.013514947433656221,0.020961992180832834,0.015227345389976943,-0.04801012208115718,0.013110890784681528,0.0029878567585663873,0.0039060327062796496,-0.0064314807103527105,0.0019416783556213736,0.001265709099207174,0.0019227959366972358,0.0015151415245794498,-0.01082577723351999,0.0008351211032307015,0.0009623188735305599,0.0021717468222069046,6.284904950759618e-06,0.0004963233663751732,0.0005404566484762766,0.0005678050024099971,0.0006785011387751154,0.0006611585046520485,7.938614299149252e-05,2.3546675158758746e-05,0.0019803885730736103,0.0004170893959735263,3.2816691644072957,1.7187242352677776,1.5707093852768155,2.053069803420393,0.4814024952026664,0.038951720495339126,0.025293975754902887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2816691644072957,1.7187242352677776,0.038951720495339126,0.025293975754902887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038951720495339126,0.025293975754902887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
